CustomerID,Recency,Frequency,Monetary,AvgOrderValue,DaysActive,TotalQuantity,AvgQuantity,StdQuantity,AvgUnitPrice,StdUnitPrice,MostFrequentCountry,ProductVariety,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,WillPurchase_90Days,UniquePurchaseDays,CustomerAge_Days,ActivityPeriod_Days,UniqueYears,UniqueMonths,PreferredDayOfWeek,UniqueQuarters,AvgDaysBetweenPurchases
12346.0,325,1,77183.6,77183.6,0,74215,74215.0,0.0,1.04,0.0,United Kingdom,1,1,1,5,115,Cannot_Lose,0,1,262,0,1,1,1,1,0.0
12348.0,74,4,1797.24,449.31,282,2341,75.51612903225806,51.091989566364134,5.764838709677419,13.400323347085758,Finland,22,2,4,4,244,At_Risk,0,4,294,282,2,4,3,4,94.0
12350.0,309,1,334.4,334.4,0,197,11.588235294117647,4.345382945285314,3.841176470588235,9.334750855240422,Norway,17,1,1,2,112,Others,0,1,246,0,1,1,2,1,0.0
12352.0,35,8,2506.04,313.255,260,536,6.305882352941176,4.442820665093841,15.93070588235294,53.70632399998194,Norway,59,3,5,5,355,Loyal_Customers,1,7,233,224,1,3,1,2,37.333333333333336
12354.0,231,1,1079.4,1079.4,0,530,9.137931034482758,8.832651299446644,4.5037931034482765,4.342805636745455,Spain,58,1,1,4,114,Cannot_Lose,0,1,169,0,1,1,3,1,0.0
12356.0,22,3,2811.43,937.1433333333333,302,1591,26.966101694915253,24.624046350653558,3.201186440677966,3.9638535259246632,Portugal,53,4,3,5,435,Loyal_Customers,1,2,262,80,1,2,1,2,80.0
12358.0,1,2,1168.06,584.03,149,248,13.052631578947368,9.413192186208827,8.27421052631579,11.483583120548642,Austria,13,5,2,4,524,New_Customers,1,1,87,0,1,1,1,1,0.0
12359.0,57,4,6310.03,1577.5075,274,1609,6.56734693877551,5.022139009177348,8.664530612244898,20.736230674501794,Cyprus,214,3,4,5,345,Loyal_Customers,1,3,268,141,1,3,0,2,70.5
12360.0,51,3,2662.06,887.3533333333334,148,1165,9.031007751937985,4.868486007759694,3.5496899224806198,6.400394389457637,Austria,105,3,3,5,335,Loyal_Customers,1,2,137,88,1,2,0,2,88.0
12361.0,286,1,189.9,189.9,0,91,9.1,3.6651512019742554,3.335,4.129571540863665,Belgium,10,1,1,1,111,Others,0,1,224,0,1,1,4,1,0.0
12362.0,2,10,5226.23,522.6229999999999,292,2229,8.3796992481203,5.839569115643449,3.94093984962406,4.1170938940249275,Belgium,201,5,5,5,555,Champions,1,5,232,223,1,5,3,3,55.75
12364.0,7,4,1313.1,328.275,104,1506,17.71764705882353,19.43586018329073,1.910235294117647,3.29279551823826,Belgium,70,5,4,4,544,Champions,1,2,48,34,1,2,4,1,34.0
12365.0,290,2,641.38,320.69,0,174,7.909090909090909,3.926819759030636,17.150454545454547,67.84281008873329,Cyprus,22,1,2,3,123,Cannot_Lose,0,2,228,0,1,1,0,1,0.0
12370.0,50,4,3541.94,885.485,309,2352,14.168674698795181,32.68020224599279,2.794578313253012,3.391570048939011,Cyprus,143,3,4,5,345,Loyal_Customers,1,3,297,85,2,2,1,2,42.5
12372.0,71,3,1298.04,432.68,224,794,15.26923076923077,9.838131865977811,3.001346153846154,3.880862057481637,Denmark,34,2,3,4,234,At_Risk,0,3,233,224,1,3,2,3,112.0
12373.0,310,1,364.6,364.6,0,197,14.071428571428571,7.7901741435486,4.582142857142857,10.219544005009698,Austria,14,1,1,2,112,Others,0,1,248,0,1,1,1,1,0.0
12375.0,10,2,457.5,228.75,87,178,10.470588235294118,7.220782913393322,6.912941176470589,12.565686792166337,Finland,14,5,2,2,522,New_Customers,1,1,35,0,1,1,4,1,0.0
12377.0,314,2,1628.12,814.06,39,944,12.25974025974026,6.885152976557214,2.718831168831169,4.650517224778668,Switzerland,72,1,2,4,124,Cannot_Lose,0,2,291,39,2,2,0,2,39.0
12378.0,129,1,4008.62,4008.62,0,2529,11.547945205479452,20.26841065621806,2.9974429223744297,2.996434707163832,Switzerland,219,2,1,5,215,Cannot_Lose,0,1,66,0,1,1,1,1,0.0
12379.0,81,2,852.24,426.12,88,407,10.175,7.167903888435319,2.86625,3.0531376777812,Belgium,39,2,2,3,223,Cannot_Lose,0,2,106,88,1,2,0,2,88.0
12380.0,21,4,2724.81,681.2025,164,1127,10.836538461538462,9.036184624143818,3.378653846153846,3.9072909338979334,Belgium,77,4,4,5,445,Champions,1,2,122,107,1,2,1,2,107.0
12381.0,4,5,1845.31,369.062,115,808,9.28735632183908,7.115178740628606,4.683218390804598,7.387123853289851,Norway,70,5,4,4,544,Champions,1,1,56,0,1,1,4,1,0.0
12383.0,184,5,1850.56,370.11199999999997,167,1532,15.474747474747474,18.710110458090504,3.086969696969697,4.1245092359998266,Belgium,84,1,4,4,144,At_Risk,0,5,289,167,2,5,2,3,41.75
12384.0,28,2,585.27,292.635,92,126,4.666666666666667,3.3512339862756866,7.87925925925926,9.820554553480761,Switzerland,26,4,2,3,423,New_Customers,1,1,58,0,1,1,2,1,0.0
12386.0,337,2,401.9,200.95,29,354,35.4,38.73614447630131,2.391,2.1980620252091767,Australia,10,1,2,2,122,Others,0,2,303,29,2,2,2,2,29.0
12388.0,15,6,2780.66,463.4433333333333,311,1462,14.62,14.77356361268945,2.7777,1.8882758182152746,Australia,57,4,4,5,445,Champions,1,5,263,251,1,5,3,2,62.75
12390.0,79,1,549.84,549.84,0,353,11.03125,9.454421648608518,3.996875,4.704499176320471,Belgium,32,2,1,3,213,Cannot_Lose,0,1,16,0,1,1,2,1,0.0
12393.0,71,4,1582.6000000000001,395.65000000000003,260,816,12.75,8.427091610744066,2.2796875,1.0943113638773525,Australia,47,2,4,4,244,At_Risk,0,4,269,260,1,3,2,3,86.66666666666667
12394.0,63,2,1272.48,636.24,153,819,30.333333333333332,65.8629112393544,3.3707407407407404,4.237259569694623,Belgium,26,3,2,4,324,Potential_Loyalists,0,2,154,153,1,2,4,2,153.0
12395.0,18,12,3018.63,251.5525,351,2118,13.576923076923077,20.55395369282873,3.9688461538461537,5.288353114160364,Belgium,91,4,5,5,455,Champions,1,9,307,304,2,7,4,4,38.0
12397.0,35,2,2409.9,1204.95,99,1263,10.023809523809524,7.13466387235086,3.4682539682539684,3.907965829812759,Belgium,110,3,2,5,325,Potential_Loyalists,1,1,72,0,1,1,2,1,0.0
12399.0,118,4,1108.65,277.1625,142,1178,19.966101694915253,17.355279532310977,2.1145762711864404,3.59063164265291,Belgium,47,2,4,4,244,At_Risk,0,4,198,142,1,4,1,3,47.333333333333336
12401.0,302,1,84.3,84.3,0,11,2.2,1.3038404810405297,9.68,4.7015423001393915,Belgium,5,1,1,1,111,Others,0,1,240,0,1,1,2,1,0.0
12402.0,322,1,225.6,225.6,0,94,8.545454545454545,3.110100846070312,3.290909090909091,3.9065853492415967,Belgium,11,1,1,1,111,Others,0,1,260,0,1,1,3,1,0.0
12405.0,148,1,1710.39,1710.39,0,857,15.87037037037037,13.692094257024982,3.5442592592592597,5.52973560453343,Finland,54,2,1,4,214,Cannot_Lose,0,1,85,0,1,1,3,1,0.0
12406.0,21,2,3415.3,1707.65,161,1818,17.314285714285713,11.571113141813942,2.487047619047619,2.5465481628643007,Denmark,92,4,2,5,425,New_Customers,1,1,120,0,1,1,3,1,0.0
12407.0,49,5,1708.1200000000001,341.624,214,1416,18.38961038961039,32.064965240879935,3.2674025974025973,4.190483392100111,Belgium,57,3,4,4,344,Loyal_Customers,1,4,201,130,1,3,2,3,43.333333333333336
12408.0,32,5,2888.55,577.71,227,1409,13.41904761904762,11.482244614705845,3.0228571428571427,3.507851280256277,Belgium,81,3,4,5,345,Loyal_Customers,1,4,197,161,1,3,4,3,53.666666666666664
12409.0,78,3,11072.67,3690.89,103,5551,50.92660550458716,35.73143299829228,3.574495412844037,3.5360310681973006,Switzerland,91,2,3,5,235,At_Risk,0,3,119,103,1,2,4,2,51.5
12410.0,308,2,693.3299999999999,346.66499999999996,0,211,8.115384615384615,7.067259288164957,6.335384615384616,7.7426399791126705,Switzerland,26,1,2,3,123,Cannot_Lose,0,2,245,0,1,1,4,1,0.0
12412.0,74,3,1226.88,408.96000000000004,94,829,13.59016393442623,9.468151965370236,2.7137704918032783,3.6180087359091258,Denmark,43,2,3,4,234,At_Risk,0,3,106,94,1,3,0,2,47.0
12413.0,66,3,758.1,252.70000000000002,270,286,7.526315789473684,4.554396996934929,4.798421052631579,5.880625783171972,France,29,3,3,3,333,Loyal_Customers,0,3,273,270,1,3,3,3,135.0
12414.0,216,3,562.41,187.47,93,300,16.666666666666668,14.792684996705795,8.57,14.565386850943817,Austria,16,1,3,3,133,At_Risk,0,3,247,93,1,3,2,2,46.5
12415.0,23,21,124914.53,5948.310952380953,313,77374,108.36694677871148,110.48858635083728,2.9370868347338934,13.231693132117266,Australia,444,4,5,5,455,Champions,1,16,274,272,1,10,2,4,18.133333333333333
